sector,index,name,netIncome,totalRevenue,marketCap_netIncome,currentPrice,sharesOutstanding,marketCap,ticker,netIncome_sharesOutstanding,marketCap_totalRevenue
Financial Services,673,Bank of America Corporation Depositary Shares Series Y,21809000000.0,88009000000.0,0.0,26.219,0,0.0,BAC-Y,0,0.0
Financial Services,674,BlackRock Municipal Income Investment Quality Trust,0,0,0,13.31,8749418,116454753.58,BAF,0,0
,677,iPathA Series B Bloomberg Cotton Subindex Total Return ETN,0,0,0,50.89,112066,5703038.74,BALB,0,0
Financial Services,680,Banc of California Inc. Depositary Shares Series D,51589000.0,330797000.0,0.0,25.85,0,0.0,BANC-D,0,0.0
Financial Services,681,Banc of California Inc. Depositary Shares Series E,51589000.0,330797000.0,0.0,25.88,0,0.0,BANC-E,0,0.0
Financial Services,684,BancFirst Corporation 7.2% Cumulative Trust Preferred Securities,0,0,0,27.9424,1000000,27942400.0,BANFP,0,0
,688,GraniteShares Gold Trust Shares of Beneficial Interest,0,0,0,120.13,2260000,271493800.0,BAR,0,0
Consumer Cyclical,691,Liberty Media Corporation Series A Liberty Braves Common Stock,-28000000.0,415000000.0,-0.0,25.87,0,0.0,BATRA,0,0.0
,693,Amplify Advanced Battery Metals and Materials,0,0,0,14.69,450000,6610500.0,BATT,0,0
,696,JPMorgan BetaBuilders Developed Asia-ex Japan,0,0,0,24.53,0,0.0,BBAX,0,0
,698,Virtus LifeSci Biotech Clinical Trials,0,0,0,33.59,1400004,47026134.36000001,BBC,0,0
,699,JPMorgan BetaBuilders Canada,0,0,0,24.39,0,0.0,BBCA,0,0
,703,JPMorgan BetaBuilders Europe,0,0,0,24.38,0,0.0,BBEU,0,0
Financial Services,704,BlackRock Municipal Income Investment Trust,0,0,0,13.65,10226259,139588435.35,BBF,0,0
,706,VanEck Vectors Biotech ETF,0,0,0,130.201,3496503,455248187.103,BBH,0,0
,707,JPMorgan BetaBuilders Japan,0,0,0,24.18,0,0.0,BBJP,0,0
Financial Services,708,Blackrock Municipal Bond Trust,0,0,0,14.13,10522957,148689382.41,BBK,0,0
Basic Materials,709,BHP Billiton plc Sponsored ADR,0,0,0,40.5,2662000000,107811000000.0,BBL,0,0
Financial Services,710,BlackRock Taxable Municipal Bond Trust of Beneficial Interest,0,0,0,21.6,57122387,1233843559.2,BBN,0,0
,712,Virtus LifeSci Biotech Products,0,0,0,43.4,750004,32550173.599999998,BBP,0,0
,713,Columbia Beyond BRICs,0,0,0,17.6,5650000,99440000.00000001,BBRC,0,0
,714,JPMorgan BetaBuilders MSCI U.S. REIT,0,0,0,79.93,0,0.0,BBRE,0,0
Financial Services,720,BB&T Corporation Depositary Shares Series G,2905000000.0,11374000000.0,0.0,24.754,0,0.0,BBT-G,0,0.0
Financial Services,721,BB&T Corporation Depositary shares Series H,2905000000.0,11374000000.0,0.0,25.629,0,0.0,BBT-H,0,0.0
Industrials,728,Bison Capital Acquisition Corp.,133272.0,0,186.16484783000178,10.2,2432408,24810561.599999998,BCAC,0.05479015033662116,0
,729,Bison Capital Acquisition Corp. Rights,0,0,0,0.45,0,0.0,BCACR,0,0
Industrials,730,Bison Capital Acquisition Corp. Units Consisting of 1 OS 1/2 WT and 1 RT,133272.0,0,0.0,10.832,0,0.0,BCACU,0,0
,731,Bison Capital Acquisition Corp. Warrant,0,0,0,0.49,0,0.0,BCACW,0,0
,734,ETFS Bloomberg All Commodity Longer Dated Strategy K-1 Free,0,0,0,24.97,150001,3745524.9699999997,BCD,0,0
,738,ETFS Bloomberg All Commodity Strategy K-1 Free,0,0,0,23.08,6400001,147712023.07999998,BCI,0,0
Healthcare,739,Brainstorm Cell Therapeutics Inc.,-7516000.0,0,-10.76652502927089,3.915,20669528,80921202.12,BCLI,-0.3636270745998651,0
,740,iPath Pure Beta Broad Commodity ETN,0,0,0,28.78,1909279,54949049.620000005,BCM,0,0
,742,Reality Shares Nasdaq NexGen Economy China ETF,0,0,0,20.46,100001,2046020.4600000002,BCNA,0,0
Financial Services,751,Barclays PLC American Depositary Shares Series 5,-2128296023.0,20437855092.0,-0.0,26.05,0,0.0,BCS-D,0,0.0
Financial Services,753,Bancroft Fund Ltd.,0,0,0,22.751,5279307,120109513.55700001,BCV,0,0
Financial Services,754,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,0,0,0,25.239,0,0.0,BCV-A,0,0
Financial Services,755,BlackRock Resources of Beneficial Interest,0,0,0,8.846,95908874,848409899.404,BCX,0,0
,758,2xLeveraged Long Exchange Traded Access Securities (E-TRACS) Linked to the Wells Fargo Business Development Company Index due May 24 2041,0,0,0,16.21,14815000,240151150.0,BDCL,0,0
,759,UBS AG Exchange Traded Access Securities (E TRACS) Linked to the Wells Fargo Business Development Company Index due April 26 2041,0,0,0,20.78,4310000,89561800.0,BDCS,0,0
,760,ETRACS Wells Fargo Business Development Company Index ETN Series B due April 26 2041,0,0,0,20.86,400000,8344000.0,BDCZ,0,0
,761,DB Base Metals Double Long Exchange Traded Notes due June 1 2038,0,0,0,6.64,282800,1877792.0,BDD,0,0
Financial Services,763,Blackrock Enhanced Equity Dividend Trust,0,0,0,9.38,187542405,1759147758.9,BDJ,0,0
,767,Breakwave Dry Bulk Shipping,0,0,0,22.7,150040,3405908.0,BDRY,0,0
Healthcare,770,Becton Dickinson and Company Depositary Shares each Representing a 1/20th Interest in a Share of 6.125% Mandatory Convertible Preferred Stock Series A $1.00 par,773000000.0,14746000000.0,0.0,64.96,0,0.0,BDXA,0,0.0
,775,ETFS Bloomberg Energy Commodity Longer Dated Strategy K-1 Free,0,0,0,28.56,150001,4284028.56,BEF,0,0
,779,Aptus Behavioral Momentum,0,0,0,36.38,2300000,83674000.0,BEMO,0,0
,782,Bernstein U.S. Research Fund,0,0,0,29.4936,0,0.0,BERN,0,0
,788,Global X Health & Wellness Thematic ETF,0,0,0,19.65,0,0.0,BFIT,0,0
Financial Services,789,BlackRock Municipal Income Trust,0,0,0,12.68,44831340,568461391.1999999,BFK,0,0
Financial Services,790,Blackrock Florida Municipal 2020 Term Trust,0,0,0,14.253,5562128,79277010.384,BFO,0,0
,791,Barron's 400,0,0,0,45.59,4250000,193757500.0,BFOR,0,0
Real Estate,795,Saul Centers Inc. Depositary Shares Series C,48174000.0,225632000.0,0.0,25.18,0,0.0,BFS-C,0,0.0
Real Estate,796,Saul Centers Inc. Depositary Shares Series D,48174000.0,225632000.0,0.0,23.15,0,0.0,BFS-D,0,0.0
Financial Services,798,BlackRock New York Municipal Income Trust II,0,0,0,12.76,5004922,63862804.72,BFY,0,0
Financial Services,799,BlackRock California Municipal Income Trust,0,0,0,12.56,31902885,400700235.6,BFZ,0,0
Financial Services,801,Blackstone / GSO Strategic Credit Fund,0,0,0,15.88,44664382,709270386.1600001,BGB,0,0
Financial Services,805,Barings Global Short Duration High Yield Fund of Beneficial Interests,0,0,0,19.6,20057849,393133840.40000004,BGH,0,0
Consumer Cyclical,806,Birks Group Inc.,0,0,0,1.3465,17960881,24184326.2665,BGI,0,0
Financial Services,807,BlackRock 2022 Global Income Opportunity Trust of Beneficial Interest,0,0,0,8.908,22128879,197124054.132,BGIO,0,0
Financial Services,809,BlackRock Energy and Resources Trust,0,0,0,14.155,29825326,422177489.53,BGR,0,0
Financial Services,812,BlackRock Floating Rate Income Trust,0,0,0,13.133,23667022,310818999.926,BGT,0,0
Financial Services,813,Blackstone GSO Long Short Credit Income Fund,0,0,0,16.54,12702160,210093726.39999998,BGX,0,0
Financial Services,814,Blackrock Enhanced International Dividend Trust,0,0,0,5.69,109049017,620488906.73,BGY,0,0
Industrials,817,Barington/Hilco Acquisition Corp.,-2081458.0,0,-11.654978769689324,10.8,2246236,24259348.8,BHAC,-0.9266426145783435,0
,818,BARINGTON/HILCO ACQUIS-RIGHT,0,0,0,0.23,0,0.0,BHACR,0,0
Industrials,819,Barington/Hilco Acquisition Corp. Unit,-2081458.0,0,-0.0,10.52,0,0.0,BHACU,0,0
,820,,0,0,0,0.2,0,0.0,BHACW,0,0
,826,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,0,0,0,25.009,0,0.0,BHFAL,0,0
Financial Services,828,Blackrock Core Bond Trust,0,0,0,12.77,53935126,688751559.02,BHK,0,0
Basic Materials,830,BHP Billiton Limited,0,0,0,45.58,2661810826,121325337449.08,BHP,0,0
Financial Services,834,BlackRock Virginia Municipal Bond Trust,0,0,0,17.04,1603003,27315171.119999997,BHV,0,0
Healthcare,835,Biohaven Pharmaceutical Holding Company Ltd.,-182722000.0,0,-7.955441356678452,36.225,40127927,1453634155.575,BHVN,-4.553487151230114,0
,836,ProShares Ultra Nasdaq Biotechnology,0,0,0,64.25,5250000,337312500.0,BIB,0,0
,837,Inspire 100,0,0,0,28.289,1350000,38190150.0,BIBL,0,0
,838,First Trust Global BICK Index Fund,0,0,0,25.986,7400002,192296451.972,BICK,0,0
Financial Services,841,Boulder Growth & Income Fund Inc.,0,0,0,11.215,105920635,1187899921.525,BIF,0,0
,844,Rogers AI Global Macro,0,0,0,24.75,200000,4950000.0,BIKR,0,0
Financial Services,845,SPDR Bloomberg Barclays 1-3 Month T-Bill,0,0,0,91.53,37144503,3399836359.59,BIL,0,0
,853,ProShares UltraShort Nasdaq Biotechnology,0,0,0,17.06,1784998,30452065.88,BIS,0,0
Financial Services,854,BlackRock Multi-Sector Income Trust of Beneficial Interest,0,0,0,17.3,37851106,654824133.8000001,BIT,0,0
,856,Vanguard Intermediate-Term Bond,0,0,0,80.61,158254060,12756859776.6,BIV,0,0
,857,VanEck Vectors BDC Income,0,0,0,17.195,12200000,209779000.0,BIZD,0,0
,859,iPathA Series B Bloomberg Nickel Subindex Total Return ETN,0,0,0,49.79,111073,5530324.67,BJJN,0,0
,860,VanEck Vectors Gaming,0,0,0,40.383,700000,28268100.000000004,BJK,0,0
,861,iPathA Series B Bloomberg Coffee Subindex Total Return ETN,0,0,0,37.16,1514187,56267188.919999994,BJO,0,0
Financial Services,864,Blackrock California Municipal 2018 Term Trust,0,0,0,14.9,6433028,95852117.2,BJZ,0,0
Financial Services,866,Bank Of New York Mellon Corporation (The) Dep Shs Repstg 1/4000th Perp Pfd Ser C,4467000000.0,15633000000.0,0.0,24.937,0,0.0,BK-C,0,0.0
,867,REX BKCM,0,0,0,25.02,136465856,3414375717.12,BKC,0,0
,873,iShares MSCI BRIC Index Fund,0,0,0,39.12,5000000,195600000.0,BKF,0,0
Utilities,875,Black Hills Corporation Corporate Units,233237000.0,1709378000.0,0.0,64.16,0,0.0,BKHU,0,0.0
Financial Services,878,Blackrock Municipal 2020 Term Trust,0,0,0,14.82,20236628,299906826.96,BKK,0,0
,879,Invesco Senior Loan,0,0,0,23.145,319200000,7387884000.0,BKLN,0,0
Financial Services,880,BlackRock Investment Quality Municipal Trust Inc. (The),0,0,0,13.75,17185859,236305561.25,BKN,0,0
Financial Services,884,BlackRock Income Trust Inc. (The),0,0,0,5.72,63797112,364919480.64,BKT,0,0
,891,Reality Shares Nasdaq NextGen Economy ETF,0,0,0,23.386,4450001,104067723.38599999,BLCN,0,0
Financial Services,895,BlackRock Municipal Income Trust II,0,0,0,13.35,23529861,314123644.34999996,BLE,0,0
,896,Inspire Global Hope,0,0,0,28.42,3050000,86681000.0,BLES,0,0
Financial Services,898,Blackrock New York Municipal 2018 Term Trust,0,0,0,14.9,3633028,54132117.2,BLH,0,0
,899,Virtus Newfleet Dynamic Credit,0,0,0,24.647,3454000,85130738.0,BLHY,0,0
,907,Blink Charging Co. Warrant,0,0,0,1,0,0.0,BLNKW,0,0
,908,Amplify Transformational Data Sharing,0,0,0,19.967,8100000,161732700.0,BLOK,0,0
Healthcare,909,Bellerophon Therapeutics Inc.,-39120000.0,0,-1.7434149197341513,1.18,57798637,68202391.66,BLPH,-0.6768325695984838,0
Healthcare,910,BioLineRx Ltd.,-25586000.0,0,-3.716219752329399,0.8799,108061369,95083198.5831,BLRX,-0.23677286561120653,0
,912,Vanguard Long-Term Bond,0,0,0,87.949,24800000,2181135200.0,BLV,0,0
Financial Services,913,Blackrock Limited Duration Income Trust,0,0,0,14.935,36942879,551741897.865,BLW,0,0
Financial Services,917,Blackrock Health Sciences Trust,0,0,0,40.62,9301228,377815881.35999995,BME,0,0
,923,BMO Elkhorn DWA MLP Select Index Exchange Traded Notes due December 10 2036,0,0,0,51.22,1000000,51220000.0,BMLP,0,0
,932,Vanguard Total Bond Market ETF,0,0,0,78.787,456223018,35944442919.166,BND,0,0
,933,FlexShares Core Select Bond Fund,0,0,0,23.99,1350001,32386523.99,BNDC,0,0
,935,Vanguard Total International Bond ETF,0,0,0,54.66,214778941,11739816915.06,BNDX,0,0
Healthcare,938,Bionano Genomics Inc - Ordinary Shares,-19518826.0,9075358.0,-0.0,0,9491432,0.0,BNGO,-2.0564679808062682,0.0
Healthcare,939,Bionano Genomics Inc. Unit,-19518826.0,9075358.0,-0.0,7.4,0,0.0,BNGOU,0,0.0
,940,United States Brent Oil Fund LP ETV,0,0,0,21.9,4600000,100740000.0,BNO,0,0
Technology,942,Bonso Electronics International Inc.,0,0,0,3.05,4712300,14372515.0,BNSO,0,0
,944,,0,0,0,0.3,0,0.0,BNTCW,0,0
Financial Services,945,BlackRock New York Municipal Income Trust,0,0,0,12.38,12976074,160643796.12,BNY,0,0
Financial Services,947,Blackrock Enhanced Global Dividend Trust of Beneficial Interest,0,0,0,11.03,68911795,760097098.8499999,BOE,0,0
,949,Axos Financial Inc. 6.25% Subordinated Notes Due 2026,0,0,0,26,0,0.0,BOFIL,0,0
,951,ProShares Ultra Bloomberg Natural Gas,0,0,0,26.22,828150,21714093.0,BOIL,0,0
,954,BOK Financial Corporation 5.375% Subordinated Notes due 2056,0,0,0,24.73,0,0.0,BOKFL,0,0
Healthcare,955,Audentes Therapeutics Inc.,-106322000.0,0,-13.555744326668046,38.61,37329030,1441273848.3,BOLD,-2.8482390246947213,0
,956,DB Base Metals Double Short Exchange Traded Notes due June 1 2038,0,0,0,7.36,70800,521088.0,BOM,0,0
,958,PIMCO Active Bond Exchange-Traded Fund Exchange-Traded Fund,0,0,0,102.55,19430000,1992546500.0,BOND,0,0
,960,NYSE Pickens Oil Response,0,0,0,26.42,250000,6605000.0,BOON,0,0
,963,DB Base Metals Short Exchange Traded Notes due June 1 2038,0,0,0,22.02,32700,720054.0,BOS,0,0
,965,Global X Funds Founder-Run Companies,0,0,0,20.69,0,0.0,BOSS,0,0
,967,Global X Robotics & Artificial Intelligence ETF,0,0,0,22.69,0,0.0,BOTZ,0,0
Financial Services,973,Boston Private Financial Holdings Inc. Warrants to purchase 1 share of common stock @ $8.00/share,30643000.0,381371000.0,0.0,8,0,0.0,BPFHW,0,0.0
Financial Services,975,Blackrock Municipal 2018 Term Trust,0,0,0,15.04,15908028,239256741.11999997,BPK,0,0
Financial Services,981,Popular Inc. Popular Capital Trust II,0,0,0,24.733,0,0.0,BPOPM,0,0
Financial Services,982,Popular Inc. Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities,0,0,0,25.11,12000000,301320000.0,BPOPN,0,0
,983,Brookfield Property REIT Inc.,0,0,0,19.99,0,0.0,BPR,0,0
,984,Brookfield Property REIT Inc. 6.375% Series A Preferred Stock,0,0,0,24.72,0,0.0,BPRAP,0,0
Financial Services,989,Blackrock New York Municipal Bond Trust of Beneficial Interest,0,0,0,12.94,2800105,36233358.699999996,BQH,0,0
Industrials,991,Black Ridge Acquisition Corp.,603215.0,0,71.28770023954975,9.85,4365666,43001810.1,BRAC,0.13817250334771372,0
,992,Black Ridge Acquisition Corp. Right,0,0,0,0.372501,0,0.0,BRACR,0,0
Industrials,993,Black Ridge Acquisition Corp. Unit,603215.0,0,0.0,11.155,0,0.0,BRACU,0,0
,994,Black Ridge Acquisition Corp. Warrant,0,0,0,0.45,0,0.0,BRACW,0,0
,997,VanEck Vectors Brazil Small-Cap,0,0,0,16.1,4250000,68425000.0,BRF,0,0
Real Estate,1000,Bluerock Residential Growth REIT Inc. 8.250% Series A Cumulative Redeemable Preferred Stock ($0.01 par value per share),-41676000.0,153343000.0,-0.0,26.048,0,0.0,BRG-A,0,0.0
Real Estate,1002,Bluerock Residential Growth REIT Inc. 7.125% Series D Cumulative Preferred Stock ($0.01 par value per share),-41676000.0,153343000.0,-0.0,24.2,0,0.0,BRG-D,0,0.0
,1003,Bernstein Global Research Fund,0,0,0,26.64,0,0.0,BRGL,0,0
Industrials,1012,Big Rock Partners Acquisition Corp.,8879.0,0,2953.663446514247,9.9999,2622584,26225577.7416,BRPA,0.0033855922250726764,0
,1013,Big Rock Partners Acquisition Corp. Right,0,0,0,0.5,0,0.0,BRPAR,0,0
Industrials,1014,Big Rock Partners Acquisition Corp. Unit,8879.0,0,0.0,10.7,0,0.0,BRPAU,0,0
,1015,Big Rock Partners Acquisition Corp. Warrant,0,0,0,0.45,0,0.0,BRPAW,0,0
,1022,Direxion Daily Brazil Bull 3X Shares,0,0,0,15.47,1400000,21658000.0,BRZU,0,0
,1023,BrightSphere Investment Group plc 5.125% Notes due 2031,0,0,0,23.3,0,0.0,BSA,0,0
,1026,Invesco BulletShares 2018 Corporate Bond,0,0,0,21.175,33900000,717832500.0,BSCI,0,0
,1027,Invesco BulletShares 2019 Corporate Bond,0,0,0,21.096,55650000,1173992400.0,BSCJ,0,0
,1028,Invesco BulletShares 2020 Corporate Bond,0,0,0,21.085,59250000,1249286250.0,BSCK,0,0
,1029,Invesco BulletShares 2021 Corporate Bond,0,0,0,20.773,48000000,997104000.0,BSCL,0,0
,1030,Invesco BulletShares 2022 Corporate Bond,0,0,0,20.695,39900000,825730500.0,BSCM,0,0
,1031,Invesco BulletShares 2023 Corporate Bond,0,0,0,20.25,19200000,388800000.0,BSCN,0,0
,1032,Invesco BulletShares 2024 Corporate Bond,0,0,0,20.13,15450000,311008500.0,BSCO,0,0
,1033,Invesco BulletShares 2025 Corporate Bond,0,0,0,19.889,5850000,116350650.0,BSCP,0,0
,1034,Invesco BulletShares 2026 Corporate Bond,0,0,0,18.83,2850000,53665499.99999999,BSCQ,0,0
,1035,Invesco BulletShares 2027 Corporate Bond,0,0,0,19.11,1350000,25798500.0,BSCR,0,0
,1036,Invesco BulletShares 2028 Corporate Bond,0,0,0,20.04,300001,6012020.04,BSCS,0,0
Financial Services,1037,BlackRock Strategic Municipal Trust Inc. (The),0,0,0,12.31,7308025,89961787.75,BSD,0,0
Financial Services,1038,Blackrock New York Municipal Income Quality Trust of Beneficial Interest,0,0,0,12.69,6519660,82734485.39999999,BSE,0,0
,1041,Invesco BulletShares 2018 High Yield Corporate Bond,0,0,0,25.15,23700000,596055000.0,BSJI,0,0
,1042,Invesco BulletShares 2019 High Yield Corporate Bond,0,0,0,24.335,47100000,1146178500.0,BSJJ,0,0
,1043,Invesco BulletShares 2020 High Yield Corporate Bond,0,0,0,24.415,38500000,939977500.0,BSJK,0,0
,1044,Invesco BulletShares 2021 High Yield Corporate Bond,0,0,0,24.85,18600000,462210000.0,BSJL,0,0
,1045,Invesco BulletShares 2022 High Yield Corporate Bond,0,0,0,24.63,10000000,246300000.0,BSJM,0,0
,1046,Invesco BulletShares 2023 High Yield Corporate Bond,0,0,0,26.23,4500000,118035000.0,BSJN,0,0
,1047,Invesco BulletShares 2024 High Yield Corporate Bond,0,0,0,24.968,1900000,47439200.0,BSJO,0,0
,1048,Invesco BulletShares 2025 High Yield Corporate Bond,0,0,0,24.4,500000,12200000.0,BSJP,0,0
,1049,Invesco BulletShares 2026 High Yield Corporate Bond,0,0,0,25.2372,200001,5047465.2372,BSJQ,0,0
Financial Services,1050,Blackstone GSO Senior Floating Rate Term Fund of Beneficial Interest,0,0,0,18.134,15237926,276324550.084,BSL,0,0
Financial Services,1056,BlackRock Science and Technology Trust of Beneficial Interest,0,0,0,34.45,22391106,771373601.7,BST,0,0
,1059,Vanguard Short-Term Bond,0,0,0,78.035,327612541,25565244636.934998,BSV,0,0
Financial Services,1062,BlackRock Long-Term Municipal Advantage Trust of Beneficial Interest,0,0,0,11.509,13422247,154476640.723,BTA,0,0
Healthcare,1063,BioXcel Therapeutics Inc.,-8402000.0,0,-15.209808564627469,8.168,15645545,127792811.55999999,BTAI,-0.5370218806695453,0
,1064,AGFiQ U.S. Market Neutral Anti-Beta Fund,0,0,0,20.19,400000,8076000.000000001,BTAL,0,0
,1066,Principal Healthcare Innovators Index ETF,0,0,0,36.399,1550001,56418486.399000004,BTEC,0,0
Consumer Defensive,1068,British American Tobacco Industries p.l.c. ADR,0,0,0,48.16,2293742680,110466647468.79999,BTI,0,0
Financial Services,1070,John Hancock Financial Opportunities Fund,0,0,0,37.173,18635910,692752682.4300001,BTO,0,0
Financial Services,1071,BlackRock Municipal 2030 Target Term Trust,0,0,0,20.875,70505571,1471803794.625,BTT,0,0
,1074,,0,0,0,0.031,0,0.0,BTX+,0,0
Financial Services,1075,BlackRock Credit Allocation Income Trust,0,0,0,12.37,106285540,1314752129.8,BTZ,0,0
Financial Services,1077,BlackRock Utility Infrastructure & Power Opportunities Trust,0,0,0,20.56,16953526,348564494.56,BUI,0,0
,1081,USCF SummerHaven SHPEI Index Fund,0,0,0,27.835,100000,2783500.0,BUY,0,0
,1082,USCF SummerHaven SHPEN Index Fund,0,0,0,26.7943,100000,2679430.0,BUYN,0,0
,1083,Buzz US Sentiment Leaders,0,0,0,38.11,300002,11433076.22,BUZ,0,0
,1085,Brand Value,0,0,0,16.3749,350000,5731215.0,BVAL,0,0
,1087,Brandes Value NextShares ETF,0,0,0,99.955,0,0.0,BVNSC,0,0
Healthcare,1090,BiondVax Pharmaceuticals Ltd.,-14222145.543,0,-2.59587959140041,5.649,6535489,36918977.361,BVXV,-2.176140996182535,0
,1091,,0,0,0,1.23,0,0.0,BVXVW,0,0
Financial Services,1097,BrandywineGLOBAL Global Income Opportunities Fund Inc.,0,0,0,11.19,20989795,234875806.04999998,BWG,0,0
,1099,SPDR Bloomberg Barclays Intl Treasury Bd,0,0,0,27.565,40400038,1113627047.47,BWX,0,0
,1101,SPDR Bloomberg Barclays Short Term International Treasury Bond,0,0,0,31.302,8500000,266067000.0,BWZ,0,0
Financial Services,1107,Nuveen S&P 500 Buy-Write Income Fund of Beneficial Interest,0,0,0,14.21,103618225,1472414977.25,BXMX,0,0
Real Estate,1109,Boston Properties Inc. Depositary Shares each representing 1/100th of a share of the Issuer's 5.25% Sockeries B Cumulative Redeemable Preferred St,536392000.0,2638576000.0,0.0,24.74,0,0.0,BXP-B,0,0.0
,1114,iShares Yield Optimized Bond,0,0,0,24.149,1600000,38638400.0,BYLD,0,0
Financial Services,1115,Blackrock Municipal Income Quality Trust of Beneficial Interest,0,0,0,12.855,26406273,339452639.415,BYM,0,0
Healthcare,1116,BeyondSpring Inc.,-58023000.0,0,-10.053396963273185,26,22435702,583328252.0,BYSI,-2.586190527936233,0
,1117,WisdomTree Brazilian Real Strategy Fund,0,0,0,15.09,700000,10563000.0,BZF,0,0
Financial Services,1119,BlackRock Maryland Municipal Bond Trust of beneficial interest,0,0,0,13.83,2081183,28782760.89,BZM,0,0
,1120,ProShares UltraShort MSCI Brazil Capped,0,0,0,60.53,509879,30862975.87,BZQ,0,0
